3.500000000000000000e+07,5.537500999999999749e+02
3.936936936936937273e+07,5.501250000000000000e+02
4.373873873873873800e+07,5.541250000000000000e+02
4.810810810810810328e+07,5.472500999999999749e+02
5.247747747747747600e+07,5.512500999999999749e+02
5.684684684684684873e+07,5.486250999999999749e+02
6.121621621621621400e+07,5.665000000000000000e+02
6.558558558558557928e+07,5.253750000000000000e+02
6.995495495495495200e+07,5.932500999999999749e+02
7.432432432432432473e+07,5.556250000000000000e+02
7.869369369369369745e+07,5.720000000000000000e+02
8.306306306306305528e+07,5.436250000000000000e+02
8.743243243243242800e+07,5.585000999999999749e+02
9.180180180180180073e+07,5.673750000000000000e+02
9.617117117117115855e+07,5.762500000000000000e+02
1.005405405405405313e+08,5.886250000000000000e+02
1.049099099099099040e+08,5.608750000000000000e+02
1.092792792792792767e+08,5.620000999999999749e+02
1.136486486486486495e+08,5.607500000000000000e+02
1.180180180180180073e+08,5.948750999999999749e+02
1.223873873873873800e+08,6.140000000000000000e+02
1.267567567567567527e+08,5.982500999999999749e+02
1.311261261261261106e+08,5.851250000000000000e+02
1.354954954954954982e+08,4.927500000000000000e+02
1.398648648648648560e+08,5.508750000000000000e+02
1.442342342342342138e+08,6.717500000000000000e+02
1.486036036036036015e+08,6.157500000000000000e+02
1.529729729729729593e+08,5.290000999999999749e+02
1.573423423423423171e+08,5.366250000000000000e+02
1.617117117117117047e+08,5.533750000000000000e+02
1.660810810810810626e+08,5.778750000000000000e+02
1.704504504504504502e+08,5.790000999999999749e+02
1.748198198198198080e+08,5.535000000000000000e+02
1.791891891891891658e+08,5.692500999999999749e+02
1.835585585585585535e+08,5.943750000000000000e+02
1.879279279279279113e+08,5.783750999999999749e+02
1.922972972972972989e+08,5.422500999999999749e+02
1.966666666666666567e+08,5.550000000000000000e+02
2.010360360360360146e+08,5.866250999999999749e+02
2.054054054054054022e+08,6.251250999999999749e+02
2.097747747747747600e+08,6.238750000000000000e+02
2.141441441441441178e+08,5.201250999999999749e+02
2.185135135135135055e+08,4.880000000000000000e+02
2.228828828828828633e+08,5.542500000000000000e+02
2.272522522522522211e+08,5.990000999999999749e+02
2.316216216216216087e+08,6.013750999999999749e+02
2.359909909909909666e+08,5.501250000000000000e+02
2.403603603603603542e+08,5.430000999999999749e+02
2.447297297297297120e+08,5.072500000000000000e+02
2.490990990990990698e+08,5.066250000000000000e+02
2.534684684684684575e+08,5.386250000000000000e+02
2.578378378378378153e+08,5.875000999999999749e+02
2.622072072072072029e+08,6.028750999999999749e+02
2.665765765765765607e+08,6.148750000000000000e+02
2.709459459459459186e+08,6.090000000000000000e+02
2.753153153153153062e+08,5.415000999999999749e+02
2.796846846846846342e+08,5.581250000000000000e+02
2.840540540540540218e+08,6.102500999999999749e+02
2.884234234234234095e+08,6.388750000000000000e+02
2.927927927927927971e+08,6.670000999999999749e+02
2.971621621621621251e+08,6.351250999999999749e+02
3.015315315315315127e+08,5.610000999999999749e+02
3.059009009009009004e+08,5.622500000000000000e+02
3.102702702702702284e+08,5.741250999999999749e+02
3.146396396396396160e+08,5.230000000000000000e+02
3.190090090090090036e+08,5.203750000000000000e+02
3.233783783783783317e+08,5.537500999999999749e+02
3.277477477477477193e+08,5.603750999999999749e+02
3.321171171171171069e+08,5.732500999999999749e+02
3.364864864864864349e+08,6.051250000000000000e+02
3.408558558558558226e+08,6.277500999999999749e+02
3.452252252252252102e+08,6.166250000000000000e+02
3.495945945945945978e+08,6.003750999999999749e+02
3.539639639639639258e+08,5.602500999999999749e+02
3.583333333333333135e+08,5.225000999999999749e+02
3.627027027027027011e+08,5.130000000000000000e+02
3.670720720720720291e+08,5.457500000000000000e+02
3.714414414414414167e+08,5.903750000000000000e+02
3.758108108108108044e+08,5.993750000000000000e+02
3.801801801801801324e+08,6.078750999999999749e+02
3.845495495495495200e+08,6.261250999999999749e+02
3.889189189189189076e+08,5.966250000000000000e+02
3.932882882882882357e+08,5.617500999999999749e+02
3.976576576576576233e+08,5.396250999999999749e+02
4.020270270270270109e+08,5.108750999999999749e+02
4.063963963963963389e+08,4.741250000000000000e+02
4.107657657657657266e+08,4.566250000000000000e+02
4.151351351351351142e+08,4.835000000000000000e+02
4.195045045045044422e+08,5.252500000000000000e+02
4.238738738738738298e+08,5.635000999999999749e+02
4.282432432432432175e+08,6.102500999999999749e+02
4.326126126126126051e+08,6.515000999999999749e+02
4.369819819819819331e+08,6.515000999999999749e+02
4.413513513513513207e+08,6.357500999999999749e+02
4.457207207207207084e+08,6.162500999999999749e+02
4.500900900900900364e+08,5.536250999999999749e+02
4.544594594594594240e+08,5.130000000000000000e+02
4.588288288288288116e+08,4.951250000000000000e+02
4.631981981981981397e+08,4.971250000000000000e+02
4.675675675675675273e+08,5.107500000000000000e+02
4.719369369369369149e+08,5.317500000000000000e+02
4.763063063063062429e+08,5.385000000000000000e+02
4.806756756756756306e+08,5.432500000000000000e+02
4.850450450450450182e+08,5.327500000000000000e+02
